Tile Index,Sub-Tile Index,Building Density,Building Height Avg,Building Height Stdev,Tree Density,Tree Height Avg,Tree Height Stdev,Shadow Factor 8am (With CDSM),Shadow Factor 12pm (With CDSM),Shadow Factor 4pm (With CDSM),Sky View Factor (With CDSM),Shadow Factor 8am (Without CDSM),Shadow Factor 12pm (Without CDSM),Shadow Factor 4pm (Without CDSM),Sky View Factor (Without CDSM)
2537_1151,33,46.0225,15.331793785095215,6.620352745056152,9.7425,3.6836027713625867,3.195169010902953,0.2853383,0.6398266,0.20903766,,0.3931535,0.804425,0.27886778,
2537_1151,34,44.905,13.177151679992676,7.251377105712891,15.6525,4.7821434275674815,3.566397230907565,0.4013785,0.58631504,0.23239604,,0.5702191,0.74694157,0.38016546,
2537_1151,40,31.94,12.611615180969238,7.549341201782227,28.865000000000002,5.621600554304521,4.837725013212371,,,,,,,,
2537_1151,41,28.645,10.910455703735352,6.917399883270264,25.9225,5.50197704696692,4.697280383407097,0.35910165,0.51294506,0.26220673,,0.760525,0.9093562,0.68431467,
2537_1151,42,31.669999999999998,12.940085411071777,7.775969505310059,25.385,5.135513098286389,4.2837777509638775,0.3146932,0.49689546,0.24615307,,0.70394814,0.90370506,0.6364409,
2537_1151,43,32.1925,15.037664413452148,6.25791597366333,22.650000000000002,4.502759381898454,3.692826573676434,0.3378092,0.5605393,0.2160956,,0.6899799,0.8902336,0.45241186,
2537_1151,44,49.2925,13.211746215820312,8.002994537353516,21.4075,5.303164778699054,4.644767212549604,0.24974093,0.46367866,0.2352005,,0.4748993,0.75687224,0.45116025,
2537_1152,00,28.58,11.262246131896973,5.715801239013672,23.36,3.4560145547945207,3.215802730022209,,,,,,,,
2537_1152,01,16.105,9.2402982711792,5.138473987579346,14.3675,3.2730120062641377,2.680304858214598,0.39789343,0.64485246,0.3882541,,0.54863805,0.83022606,0.5798651,
2537_1152,02,31.0975,11.428250312805176,6.146676540374756,25.305,6.174669037739577,4.7167464014317675,0.4149462,0.63335085,0.4923874,,0.7038034,0.9125524,0.78889656,
2537_1152,03,39.777499999999996,14.756709098815918,7.081020832061768,12.02,5.778078202995008,4.432574208104906,0.5338479,0.5450636,0.6443241,,0.7499051,0.6904431,0.87227666,
2537_1152,04,31.974999999999998,12.909929275512695,6.409313678741455,19.655,3.82727041465276,3.9088676300121508,0.5524635,0.7237737,0.4811085,,0.7636606,0.93090093,0.7974391,
2537_1152,10,30.562499999999996,10.815869331359863,5.316306114196777,18.9775,3.4147016203398763,3.289895415186113,,,,,,,,
2537_1152,11,19.5625,11.804984092712402,6.15221643447876,15.379999999999999,3.418563068920676,3.3380028002769713,0.6943437,0.77246124,0.6503774,,0.79365003,0.90432286,0.7576424,
2537_1152,12,41.69,13.582393646240234,7.363020420074463,20.13,5.150521609538003,4.195152026179394,0.52918804,0.6979542,0.42059872,,0.7277277,0.8843464,0.56300926,
2537_1152,13,23.849999999999998,13.565303802490234,8.62465763092041,25.077500000000004,6.179344033496162,4.426409087105953,0.4024673,0.35502025,0.44612134,,0.7984434,0.73100805,0.87206817,
2537_1152,14,38.4175,14.058762550354004,6.462661266326904,12.4375,3.386532663316583,2.5969327748081596,0.5786966,0.8065723,0.5901697,,0.6370022,0.8810332,0.6429347,
2537_1152,20,26.665,13.455371856689453,6.092982769012451,16.175,2.8306027820710975,2.2102172695324325,,,,,,,,
2537_1152,21,22.4225,14.547441482543945,6.799470901489258,16.1325,4.094219742755308,2.9526117894875994,0.678076,0.7323543,0.56555885,,0.7590833,0.80694604,0.6488623,
2537_1152,22,12.1775,11.06856918334961,4.676149368286133,34.97,6.424506720045754,4.92633233682511,0.35498285,0.47209293,0.28751355,,0.8070855,0.8968586,0.7813824,
2537_1152,23,27.242499999999996,12.003762245178223,6.982055187225342,18.8475,5.357474466109563,4.081046656324038,0.47004417,0.6255604,0.3888129,,0.7291478,0.88538045,0.7066773,
2537_1152,24,51.334999999999994,14.974237442016602,7.0509748458862305,4.6125,3.9365853658536585,2.852810195167274,0.5625293,0.6809996,0.49224478,,0.5851492,0.7210524,0.5119675,
2537_1152,30,31.5975,12.749584197998047,6.4380316734313965,6.3825,3.844104974539757,2.7577440569305507,,,,,,,,
2537_1152,31,24.3025,13.639337539672852,6.48873233795166,21.145,4.1937810357058405,3.6505779574369375,0.44460696,0.6708207,0.404572,,0.6053033,0.8053124,0.54027236,
2537_1152,32,29.755,10.732649803161621,5.65175199508667,21.4525,7.075399137629647,5.23731442523365,0.60437536,0.6857809,0.54111964,,0.8986286,0.9486356,0.87427145,
2537_1152,33,51.627500000000005,16.1572322845459,8.018786430358887,21.0675,8.243028361219888,6.367006949183293,0.4777856,0.6412324,0.33486503,,0.5610671,0.734437,0.42288846,
2537_1152,34,47.9875,16.20854377746582,7.616854667663574,8.635,4.5917776491024895,3.8697828126588107,0.39987427,0.5965316,0.3532482,,0.61464834,0.8037614,0.5746841,
2537_1152,40,58.3725,13.901708602905273,7.361738204956055,9.610000000000001,5.585848074921956,3.71586686096631,,,,,,,,
2537_1152,41,29.6825,12.535669326782227,6.936763286590576,31.45,5.856836248012718,4.9764561911854335,0.44153702,0.59340656,0.30790335,,0.64309,0.79337823,0.5576218,
2537_1152,42,39.9625,11.899405479431152,4.822117328643799,13.2075,6.478705281090289,5.1288961099322234,0.5215826,0.6282579,0.42817488,,0.7891194,0.8857862,0.73924804,
2537_1152,43,68.9425,17.41302490234375,8.286650657653809,3.9600000000000004,5.063131313131313,3.9384217590874937,0.43104517,0.69586504,0.41439718,,0.49007523,0.7158171,0.42924803,
2537_1152,44,52.5625,14.200428009033203,8.535857200622559,12.870000000000001,5.261266511266511,4.9555051392751075,0.38052055,0.54444647,0.2733776,,0.5114229,0.6629611,0.37408507,
2537_1153,00,35.1325,13.516046524047852,6.017099380493164,17.669999999999998,4.237691001697793,3.6525816144307424,,,,,,,,
2537_1153,01,31.445,11.972650527954102,5.855895042419434,25.832500000000003,5.310751959740637,5.032817640970647,0.34594512,0.6082098,0.3208561,,0.530856,0.8213223,0.5503196,
2537_1153,02,28.360000000000003,10.93758773803711,5.71281623840332,25.552500000000002,4.0748459054887,3.4618095157029596,0.27247047,0.52964324,0.21910118,,0.5351625,0.8009336,0.45698267,
2537_1153,03,17.3125,14.396678924560547,6.961195468902588,15.312500000000002,4.551836734693878,3.3706244037720405,0.48783332,0.67013323,0.41736346,,0.69311,0.85333717,0.61378956,
2537_1153,04,20.322499999999998,9.572149276733398,6.9210076332092285,28.2225,4.629905217468332,4.005883528430451,0.45142668,0.6079635,0.37417477,,0.7433276,0.87939715,0.8019546,
2537_1153,10,39.35,15.341995239257812,7.438361644744873,12.7575,3.7276112090926907,3.261945128911995,,,,,,,,
2537_1153,11,32.940000000000005,13.648375511169434,5.345372676849365,18.08,4.198008849557522,3.6383537096791243,0.3843842,0.5541744,0.30480254,,0.622527,0.81657565,0.57525855,
2537_1153,12,42.972500000000004,10.902960777282715,5.594111919403076,18.7625,5.231578947368421,4.891269681027085,0.30365878,0.56446385,0.2777776,,0.5830219,0.84607613,0.5849456,
2537_1153,13,25.057499999999997,9.460041999816895,4.391357421875,25.3125,5.7387654320987656,5.0080826973006936,0.33955008,0.5789458,0.34123766,,0.6005434,0.8722373,0.6225478,
2537_1153,14,24.505,15.425321578979492,9.078450202941895,26.742500000000003,5.573712255772646,4.501805729613175,0.33381352,0.4880274,0.29981762,,0.7711759,0.93387854,0.7766051,
2537_1153,20,35.74,14.90556812286377,6.809043884277344,15.2275,4.986537514365457,4.210183339139436,,,,,,,,
2537_1153,21,37.9775,12.31229019165039,5.9006571769714355,9.844999999999999,3.9799390553580496,2.8302856405051218,0.49898952,0.6471269,0.34184176,,0.7685386,0.87984395,0.5717878,
2537_1153,22,43.425000000000004,11.379332542419434,4.1004204750061035,20.485,6.663046131315597,5.9554389353709025,0.5806107,0.75232166,0.43925852,,0.8170129,0.9521899,0.67988265,
2537_1153,23,18.975,13.640052795410156,6.376821041107178,27.747500000000002,6.56915037390756,6.151726636903893,0.32159343,0.5455377,0.29529604,,0.6297669,0.860392,0.6207472,
2537_1153,24,16.384999999999998,11.971162796020508,5.3372321128845215,8.4825,9.202770409666961,7.357177175065702,0.57595336,0.6841173,0.505203,,0.7498286,0.8823525,0.77257,
2537_1153,30,36.155,11.853270530700684,6.611011981964111,22.81,4.54395002192021,3.949475073767254,,,,,,,,
2537_1153,31,32.805,10.664761543273926,5.427412986755371,13.01,5.296502690238278,4.455379089837226,0.4752152,0.58410734,0.44415617,,0.7290112,0.89290464,0.7068572,
2537_1153,32,24.755,13.071399688720703,6.520608425140381,27.292499999999997,5.495648987817166,4.4091081639491945,0.35817137,0.5932821,0.32244718,,0.6869521,0.88042307,0.759198,
2537_1153,33,15.584999999999999,14.231793403625488,5.285983562469482,24.9575,6.816988881097866,4.653329429096468,0.42703038,0.59576464,0.2950564,,0.8685217,0.93750775,0.73845816,
2537_1153,34,20.947499999999998,9.93256950378418,6.160161972045898,18.895,5.645673458586928,4.213272943545287,0.5450897,0.67419404,0.3857724,,0.9020157,0.9793761,0.70724547,
2537_1153,40,35.63,13.805290222167969,5.957249641418457,20.369999999999997,5.582228767795778,4.967121981221612,,,,,,,,
